,tractid,state_x,county_x,tract_x,POP00,percent_white00,percent_black00,percent_asian00,percent_hispanic00,percent_indian00,percent_chinese00,percent_filip00,percent_japan00,percent_korean00,percent_viet00,percent_mex00,percent_pr00,percent_cuban00,percent_vacant_housing00,percent_occupied_housing00,percent_under18_00,percent_60andup_00,percent_75andup_00,percent_owneroccupied_00,percent_renteroccupied_00,percent_non-white00,pop10,percent_white10,percent_black10,percent_asian10,percent_hispanic10,percent_indian10,percent_chinese10,percent_filip10,percent_japan10,percent_korean10,percent_viet10,percent_mex10,percent_pr10,percent_cuban10,percent_vacant_housing10,percent_occupied_housing10,percent_under18_10,percent_60andup_10,percent_75andup_10,percent_owneroccupied_10,percent_renteroccupied_10,non-white10,POP00_PC,percent_white00_PC,percent_black00_PC,percent_asian00_PC,percent_hispanic00_PC,percent_indian00_PC,percent_chinese00_PC,percent_filip00_PC,percent_japan00_PC,percent_korean00_PC,percent_viet00_PC,percent_mex00_PC,percent_pr00_PC,percent_cuban00_PC,percent_vacant_housing00_PC,percent_occupied_housing00_PC,percent_under18_00_PC,percent_60andup_00_PC,percent_75andup_00_PC,percent_owneroccupied_00_PC,percent_renteroccupied_00_PC,percent_non-white00_PC,INCPC00,HINC00,MHMVAL00,MRENT00,percent_foreign_born,percent_naturalized,percent_recent_immigrants(10),percent_other_languages,percent_hs_degree_orless,percent_4yrcollege_degree_ormore,percent_married,percent_unemployed,percent_employed,percent_professional,percent_manufacturing,percent_self_employed,percent_poverty,percent_houses_30yrsago,percent_multiunit_houses,incpc12,hinc12,mhmval12,mrent12,pfb12,pnat12,p10imm12,polang12,phs12,pcol12,pmar12,punemp12,percent_employed12,pprof12,pmanuf12,psemp12,ppov12,p30old12,pmulti12,INCPC00_PC,HINC00_PC,MHMVAL00_PC,MRENT00_PC,percent_foreign_born_PC,percent_naturalized_PC,percent_recent_immigrants(10)_PC,percent_other_languages_PC,percent_hs_degree_orless_PC,percent_4yrcollege_degree_ormore_PC,percent_married_PC,percent_unemployed_PC,percent_employed_PC,percent_professional_PC,percent_manufacturing_PC,percent_self_employed_PC,percent_poverty_PC,percent_houses_30yrsago_PC,percent_multiunit_houses_PC
5,25025000401,MA,Suffolk County,Census Tract 4.01,5796.0,76.50103519668737,2.9158040027605243,14.855072463768115,4.5893719806763285,1.4147688060731538,10.058661145617668,0.2070393374741201,0.9834368530020704,1.069703243616287,0.3278122843340235,0.4485852311939269,0.4313319530710835,0.2933057280883368,0.8512087163772557,99.14879128362274,7.125603864734299,24.27536231884058,13.561076604554865,15.764385427306776,83.38440585631595,37.732919254658384,5672,72.09097320169252,2.7327221438645983,19.234837799717923,5.059943582510578,1.8864598025387869,13.099435825105786,0.3526093088857546,0.6346967559943583,1.4104372355430184,0.6346967559943583,0.6346967559943583,0.6170662905500706,0.19393511988716505,2.9679595278246205,97.03204047217535,7.122708039492243,23.60719322990127,13.928067700987306,16.728499156829677,80.30354131534571,46.70310296191821,-2.139406487232574,-5.7647089136197875,-6.278949432904081,29.48329835907668,10.253507534704177,33.34050018920501,30.230411736386127,70.31029619181946,-35.46136144309999,31.853132535602175,93.61591567069999,41.48855375935771,43.06064880112835,-33.87953206670538,248.67588532883644,-2.134923466078605,-0.04063971695631918,-2.75245773951118,2.7062091538453297,6.1157711093062055,-3.6947730325968466,23.7728325410507,22609.0,38893.1382,202700.0,819.0,41.29175187457396,20.807770961145195,21.31901840490797,48.24807288016819,26.28699328525243,56.951007212136275,33.61561119293078,2.1974417841915383,97.80255821580843,55.835010060362166,5.298457411133468,5.030181086519113,21.745057941376963,65.80101180438449,91.06239460370995,26723,35050,404500,1237,37.45000076,22.88999939,17.07999992,43.88000107,27.03000069,59.49000168,26.27000046,4.0,95.9970887918486,63.0,4.25,6.559999942999999,22.82999992,91.52999878,93.22000122,18.1962935114335,-9.8812756641993,99.55599407992105,51.03785103785104,-9.303918918827897,10.00697495538083,-19.88374138244605,-9.053360164284683,2.8265210733112625,4.458208190078604,-21.8517839546988,82.02985074626865,-1.8460349676906704,12.832432432432434,-19.787974683544306,30.41279886684,4.98937267285266,39.1012026564326,2.3693717101111145
6,25025000402,MA,Suffolk County,Census Tract 4.02,3564.0,76.73961840628508,3.0303030303030303,13.075196408529742,4.797979797979798,0.9539842873176206,9.062850729517397,0.5331088664421998,0.6172839506172839,0.6453423120089786,0.2525252525252525,0.7014590347923682,0.7575757575757576,0.14029180695847362,1.7568517217146873,98.24314827828532,8.361391694725029,12.149270482603814,4.713804713804714,29.86647926914968,68.37666900913564,34.96071829405163,3648,74.9451754385965,2.2478070175438596,16.44736842105263,5.180921052631579,1.2883771929824561,10.25219298245614,0.5482456140350878,0.2741228070175439,1.3706140350877194,0.7675438596491229,0.7401315789473685,0.7127192982456141,0.2741228070175439,5.314322747893714,94.68567725210629,10.032894736842103,10.169956140350877,3.125,31.108230719377843,63.57744653272845,40.213815789473685,2.356902356902357,-2.338352737419417,-25.82236842105264,25.79060311723514,7.981301939058177,35.052244582043336,13.123268698060935,2.8393351800554063,-55.59210526315789,112.3855835240275,203.9473684210526,5.513157894736844,-5.92105263157894,95.39473684210527,202.49125081011024,-3.621088176146466,19.99072765807133,-16.2916312142944,-33.70535714285714,4.1576760321756785,-7.018801216780482,15.025713863309948,25772.0,69435.0279,303200.0,1021.0,22.97979797979798,9.25925925925926,10.213243546576882,27.138300956799068,23.638720829732065,60.41486603284356,29.95793269230769,4.101221640488657,95.89877835951134,61.191992720655136,7.779799818016379,5.595996360327573,20.40569179533757,91.98875614898105,84.46943078004215,29131,57064,442800,1494,18.28000069,8.569999695,6.5399999620000004,21.29999924,24.43000031,60.33000183,26.65999985,6.820000172,93.69202226345085,66.73000336,4.309999943,6.239999771,20.98999977,94.16000366,81.73999786,13.033524755548651,-17.816696088632234,46.042216358839035,46.32713026444662,-20.45186512923076,-7.444003294000003,-35.96549487756044,-21.51314382611111,3.3473870518098754,-0.1404690739484996,-11.008546137612846,66.29191908748936,-2.3011305605872026,9.05022110429739,-44.60011769173099,11.50828859071544,2.8634558461572786,2.3603401132009187,-3.2312670925291096
7,25025000502,MA,Suffolk County,Census Tract 5.02,3177.918358,74.73253549832069,2.0138451860757343,13.876652208193706,7.079924389297355,1.5733165178436594,4.782882273151211,1.0383889522186398,2.4543737341033363,2.139710502594353,0.3775959797643109,0.8181246181026026,0.975456233857094,0.8810572763619121,1.154618437384145,98.845382502399,3.618628122101053,11.768407645165816,5.569540591073927,13.755019361433373,85.090358542454,38.325991193131856,6303,74.86910994764399,4.902427415516421,12.359194034586706,7.07599555767095,1.6500079327304458,4.5057908932254485,0.7456766619070284,0.7774075836903062,3.3793431699190863,0.3649056005076948,1.6500079327304458,1.0947168015230841,1.0947168015230841,8.280254777070066,91.71974522292992,1.3485641757893068,6.346184356655562,2.6971283515786135,17.589416952474274,74.13032827045565,40.02855782960496,98.337379691741,0.18275099113472465,143.43616130043756,-10.935333327090161,-0.055492564755979586,4.8745064338291755,-5.7933974557814105,-28.18907979386696,-68.32562323788397,57.9345974991339,-3.360835373442592,101.6817360363938,12.226132093535016,24.250355895523768,617.1420885872446,-7.2088721790278205,-62.732722725696895,-46.07440064958641,-51.573593773583575,27.87635182682385,-12.880460794544735,4.442329039563645,29372.999089999998,49332.516349725,169700.0066,882.0000183,30.104030715413252,7.737321043838168,21.81404505125293,30.830038301782928,14.02231989737304,75.10917016435039,20.251074484285397,6.932865442877473,93.06713860286058,66.47807343977006,4.2904291017593525,4.337576444919562,23.634590360521752,75.67430206219,100.0,21055,43064,322800,1420,13.85999966,5.5199999810000016,10.25,20.76000023,18.32999992,71.88999939,12.67000008,6.489999771,93.78357636224098,58.72000122,2.369999886,6.829999924,33.25,91.43000031,98.77999878,-28.31852159363547,-12.706662488664925,90.21802442287,60.99772908587479,-53.959654801628645,-28.657477830831297,-53.01192430877797,-32.66307350387096,30.72016652133264,-4.285989004147361,-37.43541810666997,-6.387916735531817,0.7698074423858589,-11.670121918919573,-44.76077264560444,57.46120006714162,40.68363146051999,20.820407745368826,-1.2200012200000003
8,25025000503,MA,Suffolk County,Census Tract 5.03,2579.999936,79.31034254878371,3.4754276397005297,10.371978780545213,5.715449273561532,1.4797719684904669,4.683681871998308,0.6516427192655557,1.0046157791842674,1.27613351731494,0.2986695674088574,1.2218300434872569,0.9367363445547,0.5973391349727538,1.7799752502364787,98.22002931711985,4.289980854480145,11.906054888367253,6.109150291079698,17.478368127698733,80.7416547452914,31.916914983365327,2211,78.6521935775667,2.8946178199909545,13.25192220714609,4.341926729986431,2.3971053821800092,5.517865219357756,0.7688828584350973,0.949796472184532,2.1709633649932156,0.13568521031207598,0.8141112618724559,0.8141112618724559,0.045228403437358664,4.758522727272728,95.24147727272728,2.442333785617368,8.502939846223429,3.799185888738128,24.71590909090909,70.52556818181819,34.4640434192673,-14.302323455561517,-0.8298400310302049,-16.71189505069433,27.766576537958287,-24.03175109835595,61.99153877913533,17.810418601371406,17.991475344292798,-5.456743576558981,70.12039379398563,-54.57012527616094,-33.369516798843826,-13.090672033285609,-92.4283542146587,167.33645462994687,-3.0325301927734283,-43.06888845280578,-28.583061929848967,-37.81154976191164,41.40856234593609,-12.652808015516918,7.980496978575458,25919.99935,50056.838189568,132000.0021,901.0000211000001,25.268239554096326,10.51502200947942,17.00643721538767,29.538377179204673,13.983142601608904,73.7843140354736,20.15071276915996,1.7733990854514328,98.22660211507132,62.387159792929936,3.93179565776902,5.877632872110575,23.913626342509595,77.74531265674973,99.82956091843128,37921,56349,241700,1476,18.82999992,11.14000034,6.940000057000001,21.69000053,6.2699999810000016,86.16000366,22.45000076,5.889999866,95.89403973509934,66.91999817,0.970000029,9.880000114,21.79000092,92.66000366,97.95999908,46.3001579897802,12.57003446083278,83.10605769300967,63.81797618583871,-25.479573360513765,5.9436711588159765,-59.191922628446896,-26.57010099637435,-55.16029436559866,16.772792139229633,11.410454891496599,232.13053476345138,-2.3746748128774926,7.26565913902005,-75.32933770138,68.09488324595256,-8.880398949508434,19.18403887460011,-1.8727537427103864
9,25025000504,MA,Suffolk County,Census Tract 5.04,4786.000064,79.31034605602547,3.475427640529175,10.371979679522212,5.715449409571924,1.4797719016495192,4.683681732186456,0.6516426628280129,1.0046158148149995,1.2761336241804109,0.29866957038970904,1.2218300624326943,0.9367363625258824,0.5973391407794181,1.7799753757785235,98.22003144598364,4.2899810688343525,11.906054824072815,6.109150392606432,17.478369290400178,80.74166098748657,31.91691593725812,4985,77.47241725175526,4.012036108324976,11.574724172517552,6.37913741223671,1.825476429287864,6.619859578736207,0.7622868605817452,0.4212637913741224,1.0832497492477433,0.28084252758274825,0.9227683049147444,1.3440320962888666,0.4413239719157472,3.2648569332355097,96.73514306676451,3.20962888665998,18.335005015045134,10.872617853560682,19.002201027146,77.73294203961851,35.907723169508536,4.157959325927837,-2.3173884564466256,15.440070210010045,11.596093804251886,11.612175265750327,23.362014595153717,41.3388004834799,16.97927469536084,-58.067175017377316,-15.114708309370522,-5.9688179092700215,-24.476542746256445,43.480294996206105,-26.11835692871216,83.42146625525817,-1.5117979065561338,-25.18314567919339,53.99731721353782,77.9726664892587,8.71838620312695,-3.726352555881121,12.503737015492007,25920.00035,50056.839430542,131999.9989,900.9999885999999,25.268239515837873,10.5150211626019,17.006437436684948,29.53837880791177,13.98314289708252,73.78431408854448,20.150711114582073,1.7733991002170248,98.22660031053816,62.38716474620426,3.9317953869109727,5.8776328997737375,23.913626747145337,77.74531300103754,99.82955383877493,30471,36339,316400,1371,28.5,12.18999958,14.02000046,29.82999992,18.34000015,68.0,16.85000038,4.25,96.49540660088465,62.86999893,1.9700000290000002,4.829999924,27.92000008,79.93000031,98.97000122,17.557868782976314,-27.40452570837325,139.69697169444447,52.16426385646239,12.789812610951753,15.929387031149206,-17.56062660274068,0.9872617383122028,31.157925546384202,-7.839490222275485,-16.38012036306506,139.65276623180276,-1.7624489742904728,0.7739319229523323,-49.89566253731893,-17.824062741551405,16.753516207377118,2.8100566125874327,-0.8610201946440847
10,25025000601,MA,Suffolk County,Census Tract 6.01,3413.0,70.70026369762671,3.164371520656314,14.972165250512743,8.086727219455025,1.6700849692352768,8.555523000292997,0.058599472604746565,0.3515968356284793,0.6738939349545854,1.3184881336067975,0.4980955171403457,0.8203926164664518,0.5859947260474656,2.1861777150916786,97.81382228490831,9.786111924992673,17.08174626428362,8.409024318781134,29.40761636107193,68.40620592383641,41.07823029592733,3571,69.448333800056,2.856342761131337,16.241949033884065,8.064967796135535,2.240268832259871,7.924950994119293,0.2520302436292355,0.3640436852422291,1.4561747409689163,0.8401008120974517,1.0081209745169422,0.8681041725006999,0.2520302436292355,4.918032786885246,95.08196721311475,8.260991318958277,15.373844861383365,6.496779613553628,30.29508196721311,64.78688524590164,42.705124614953796,4.629358335774978,-1.7707570411972078,-9.734279224618064,8.480962921029972,-0.26907576735295763,34.14100920180597,-7.370350195448103,330.08961075329034,3.5400914776439927,116.08366917073528,-36.28302062914217,102.39511094272487,5.815697883746048,-56.991038924670974,124.96033844526704,-2.7929131159360407,-15.584540803579054,-9.998400494165637,-22.74038738307134,3.0178087038565926,-5.290924454960288,3.960478110440311,22238.0,55469.0052,263400.0,910.0,32.52270729563434,11.221799003808966,19.923820685613826,36.14088820826952,36.00831600831601,47.401247401247396,30.03556417717427,5.60702096538274,94.39297903461728,48.86363636363637,10.227272727272727,9.400826446280991,15.926036385326574,87.30606488011281,82.22849083215796,32931,56477,366100,1431,22.13999939,13.69999981,6.940000057000001,27.73999977,23.12999916,58.02000046,26.37999916,4.349999905,95.64564564564564,58.29000092,4.190000057,7.590000152999999,21.55999947,86.87000275,87.59999847,48.08436010432593,1.817221701318704,38.99012908124526,57.25274725274725,-31.924488362099105,22.083810317310697,-65.16732324332204,-23.24483114487287,-35.764840669976905,22.401843075701752,-12.170788587857912,-22.418697346478268,1.3270760429851367,19.29116467348836,-59.03111055377778,-19.2624159549011,35.375801915561794,-0.4994637322293972,6.532416664202397
11,25025000602,MA,Suffolk County,Census Tract 6.02,4860.0,52.88065843621399,15.061728395061724,13.08641975308642,16.02880658436214,1.728395061728395,6.6460905349794235,0.4732510288065844,1.0493827160493827,0.7613168724279835,0.8024691358024691,0.5761316872427984,5.7407407407407405,0.6995884773662552,1.2465373961218835,98.75346260387812,18.60082304526749,16.46090534979424,6.131687242798352,8.264081255771007,90.48938134810713,63.00411522633746,3974,53.774534474081534,11.650729743331654,17.28736789129341,16.129843985908405,2.3402113739305483,9.008555611474584,0.6039255158530448,0.8303975842979366,1.182687468545546,1.2581781580271767,1.4091595369904382,5.309511826874687,0.4277805737292401,3.2923832923832923,96.70761670761671,11.977856064418724,15.551082033215904,5.636638147961753,9.18918918918919,87.51842751842753,67.63965777554102,-18.23045267489712,1.6903648031269352,-22.646794327060316,32.10158482969491,0.6303488722912008,35.397943777410305,35.54668814788384,27.61208726286076,-20.86799490807898,55.34759721976632,56.78835507723279,144.58983392048316,-7.511729467344179,-38.85254151987922,164.12230412230414,-2.071670038009452,-35.60577381297014,-5.5271766482133815,-8.07361946612714,11.194322814434537,-3.283207140350008,7.357523445176143,14239.0,25547.6025,208300.0,674.0,40.63786008230453,13.477366255144036,25.84362139917696,51.81190681622088,50.457162207924135,37.45343718252624,26.96874242791374,5.404135338345864,94.59586466165413,49.72677595628415,2.831594634873324,4.023845007451564,43.00341296928328,82.45614035087719,88.68882733148659,21267,25574,235000,1049,33.74000168,15.10999966,17.12999916,43.70000076,39.65000153,43.09999847,26.64999962,5.3699998860000004,94.98243853487206,40.88999939,2.269999981,4.809999943,31.43000031,93.37999725,93.37999725,49.35739869372849,0.10332672116688492,12.818050888142102,55.6379821958457,-16.97397054946836,12.113890607022906,-33.716722995541396,-15.656451489025812,-21.418486900610734,15.076216529755886,-1.181897186217434,-0.6316542834086817,0.4086583220107887,-17.770660567362633,-19.833158565736845,19.537405990851845,-26.91277705690476,13.2480817712766,5.289471131441966
12,25025000701,MA,Suffolk County,Census Tract 7.01,4687.0,65.39364198847879,5.227224237251972,18.668657990185626,6.720716876466823,3.4777042884574354,10.53979091103051,0.6400682739492213,1.3441433752933647,1.749519948794538,0.4267121826328142,0.7894175378707062,0.7467463196074248,0.2986985278429699,1.1368421052631579,98.86315789473684,5.333902282910176,5.973970556859398,2.2402389588222738,12.210526315789476,86.65263157894734,50.82142095156817,4446,68.60098965362123,4.835807467386415,17.52136752136753,7.489878542510121,3.0589293747188484,8.726945569050832,0.4048582995951417,0.9446693657219972,1.6194331983805668,0.4498425551057129,1.0796221322537112,1.2595591542959963,0.5173189383715701,2.755404832556168,97.24459516744385,3.868645973909132,5.645524066576698,1.5969410706252811,14.37049597286986,82.87409919457396,48.26810616284301,-5.14188180072541,4.90467814242175,-7.488042450448457,-6.14554334554333,11.444637234110914,-12.041705648421823,-17.20001238432945,-36.747638326585694,-29.719598140650767,-7.435568282808338,5.4206027890238415,36.76186307765254,68.67296446243813,73.19099029625345,142.37357323410737,-1.6371748199833474,-27.470625281151595,-5.497959642696487,-28.715592399802922,17.689406674365216,-4.360551221033433,-5.024091693851731,24376.0,46694.8125,148500.0,944.0,34.56368679325794,7.53147002346917,25.60273095796885,37.779237844940866,22.218002278769465,65.59058108621346,21.935483870967737,2.3854362837413685,97.61456371625864,61.63987138263665,6.045016077170419,1.864951768488746,26.836097350850743,86.4421052631579,98.4,32162,46796,296500,1298,32.81000137,6.7899999620000004,20.17000008,37.63999939,21.07999992,73.01000214,16.77000046,9.529999733,90.47308319738987,59.54000092,3.970000029,9.020000458,21.70999908,83.59999847,98.70999908,31.94125369215622,0.21669966016032294,99.6632996632997,37.5,-5.073779986919756,-9.844958011631725,-21.21934135419999,-0.3685581363826055,-5.121983266051288,11.311717217498545,-23.548527314705893,299.50762038602636,-7.3159990138636095,-3.4066756070944235,-34.32606335005319,383.65864524793113,-19.10150423078652,-3.287873177666831,0.3150397154471516
13,25025000703,MA,Suffolk County,Census Tract 7.03,2457.5159559999997,60.905840645536784,5.827042552882617,19.24248403537121,11.283273169519148,3.2048734657330558,9.031916328277953,0.6754072078138728,1.5759502547864639,2.7546020974848155,0.370811817833829,1.364057809600647,1.2581115094904396,0.6091908186170084,0.7070982105045589,99.29290649067148,5.3370414657848935,3.6551451448643215,0.9137862863178092,8.45798220657976,90.83491789987144,57.55528959287864,2791,61.19670369043354,3.4396273737011813,26.33464707989968,6.520960229308492,2.9021855965603724,13.758509494804725,0.788247939806521,1.9706198495163023,3.5471157291293443,0.35829451809387314,1.2898602651379434,1.0390541024722322,0.5732712289501971,1.622002820874471,98.37799717912552,2.0781082049444644,2.6155499820852737,0.3941239699032605,3.3145275035260933,95.06346967559944,62.77319957004658,13.56996454838075,0.4775618262779209,-40.97130160822985,36.85679578318358,-42.2068389966456,-9.44461216360217,52.33211861948194,16.70706659437141,25.04327744680716,28.77053031972061,-3.375647468054862,-5.439472135306814,-17.41160504182416,-5.896278894740457,129.38861911658216,-0.9214246454069672,-61.062543390997476,-28.441966640907136,-56.86913058288263,-60.8118411392778,4.655205149620088,9.065908649017654,17504.00062,35044.854133527,138800.0009,882.0000405,31.889816413464626,8.952456893020475,20.023838241968264,38.53985222155529,24.783459391588178,62.53143704006694,15.873673776896586,7.125748287715973,92.87424797730921,48.65677907125883,3.5460994390079468,4.255319427182942,32.155477984080555,87.29942996383417,97.98748811818474,17486,20811,270500,1314,21.02000046,8.369999886,10.30000019,22.40999985,13.77999973,78.94000244,5.7300000189999984,10.89999962,89.70027247956403,40.04000092,1.4600000380000002,10.14999962,54.70000076,94.69999695,95.86000061,-0.10283717643057813,-40.616103235281095,94.88472496112207,48.97958499583539,-34.085539447869444,-6.506113505830678,-48.56130944759594,-41.852398080898425,-44.39840091622922,26.240505858548055,-63.90249604763986,52.966385843160246,-3.417497925281325,-17.709306525693762,-58.82800064939949,138.52497547333093,70.11098633670044,8.477222576632727,-2.17118282042166
14,25025000704,MA,Suffolk County,Census Tract 7.04,5035.0002159999985,60.90583911506232,5.827042482891525,19.242484395953007,11.283273676824805,3.2048734871394893,9.031916573804573,0.6754072367650521,1.5759502444080928,2.754601945383512,0.3708118176573282,1.3640577986819298,1.2581115001485434,0.6091908380168379,0.7070981767333128,99.29290617635895,5.3370417233761644,3.6551450288954666,0.9137862569259522,8.457982255080537,90.83492453306872,57.555290532722395,4801,59.841699645907106,6.790252030826911,19.433451364299106,11.976671526765257,3.0618621120599885,9.789627161008124,0.5623828369089773,1.1872526556967298,2.603624244948969,0.4374088731514268,1.583003540928973,1.2705686315350968,0.5415538429493856,2.286902286902287,97.71309771309772,5.061445532180795,5.811289314726099,1.4580295771714231,13.139293139293141,84.57380457380458,59.44594876067486,-4.6474718165136135,-1.7471879291324532,16.529990141026367,0.9924236622286648,6.145360555816815,-4.462309531199202,8.389255824186336,-16.734259525766912,-24.66433125605136,-5.48092622556841,17.95979856166337,16.051060479886374,0.9901452601842172,-11.102759734148032,223.4207585525721,-1.5910587413518442,-5.163838048862571,58.98929505629463,59.559149212458856,55.34784471084266,-6.892855354313399,3.2849425490738366,17504.00075,35044.852284729,138800.0012,881.9999829,31.88981678486585,8.952456926766496,20.023837393217704,38.53985458586817,24.783457758685664,62.531434800335724,15.873672326704073,7.125748574405835,92.87425645453516,48.65677730056389,3.5460992293357765,4.255319077136783,32.15547687069128,87.29943551128414,97.98749452648,31332,46782,320400,1245,36.04000092,16.35000038,21.02000046,37.95000076,22.04999924,68.98000336,14.96000004,5.46999979,94.85827290705342,60.59999847,5.349999905,2.8099999430000002,29.12999916,81.66000366,99.37000275,78.99907825358154,33.49178823728565,130.83573287461905,41.156465321741,13.014136026970597,82.63143306633474,4.974885918319063,-1.5305035065816528,-11.029367029012294,10.312522941868687,-5.755897361992368,-23.236138170141594,2.1362393931944648,24.545853285062734,50.86999993517141,-33.965000225300976,-9.408903257313872,-6.4598720693391005,1.4109027179446556
