,tractid,state,county,tract,pop10,nhwht10,nhblk10,ntv10,asian10,hisp10,haw10,india10,china10,filip10,japan10,korea10,viet10,mex10,pr10,cuban10,family10,fhh10,hu10,vac10,ohu10,own10,rent10,a18und10,a60up10,a75up10,agewht10,a15wht10,a60wht10,ageblk10,a15blk10,a60blk10,agehsp10,a15hsp10,a60hsp10,ageasn10,a15asn10,a60asn10,agentv10,a15ntv10,a60ntv10,GlobD10,GlobG10,percent_white10,percent_black10,percent_asian10,percent_hispanic10,percent_indian10,percent_chinese10,percent_filip10,percent_japan10,percent_korean10,percent_viet10,percent_mex10,percent_pr10,percent_cuban10,percent_vacant_housing10,percent_occupied_housing10,percent_under18_10,percent_60andup_10,percent_75andup_10,percent_owneroccupied_10,percent_renteroccupied_10,non-white10,incpc12,hinc12,mhmval12,mrent12,pfb12,pnat12,p10imm12,polang12,phs12,pcol12,pmar12,punemp12,percent_employed12,pprof12,pmanuf12,psemp12,ppov12,p30old12,pmulti12,year
10,25025000601,MA,Suffolk County,Census Tract 6.01,3571,2480,102,12,580,288,0,80,283,9,13,52,30,36,31,9,521,23,1525,75,1450,462,988,295,549,232,2480,138,440,82,5,8,288,35,17,540,57,78,2,0,0,wha,Dual immig,69.448333800056,2.856342761131337,16.241949033884065,8.064967796135535,2.240268832259871,7.9249509941192935,0.2520302436292355,0.3640436852422291,1.4561747409689163,0.8401008120974517,1.0081209745169422,0.8681041725006999,0.2520302436292355,4.918032786885246,95.08196721311475,8.260991318958277,15.373844861383365,6.4967796135536275,30.29508196721311,64.78688524590164,42.705124614953796,32931,56477,366100,1431,22.13999939,13.69999981,6.940000057000001,27.73999977,23.12999916,58.02000046,26.37999916,4.349999905,95.64564564564564,58.29000092,4.190000057,7.590000152999999,21.55999947,86.87000275,87.59999847,2010-01-01
11,25025000602,MA,Suffolk County,Census Tract 6.02,3974,2137,463,7,687,641,1,93,358,24,33,47,50,56,211,17,667,142,2035,67,1968,187,1781,476,618,224,2137,60,410,424,106,52,641,183,50,637,54,98,3,0,1,wbha,Global,53.774534474081534,11.650729743331654,17.28736789129341,16.129843985908405,2.3402113739305483,9.008555611474584,0.6039255158530448,0.8303975842979366,1.182687468545546,1.2581781580271767,1.4091595369904382,5.309511826874687,0.4277805737292401,3.2923832923832923,96.70761670761671,11.977856064418724,15.551082033215904,5.636638147961753,9.18918918918919,87.51842751842753,67.63965777554102,21267,25574,235000,1049,33.74000168,15.10999966,17.12999916,43.70000076,39.65000153,43.09999847,26.64999962,5.369999886,94.98243853487206,40.88999939,2.269999981,4.809999943,31.43000031,93.37999725,93.37999725,2010-01-01
12,25025000701,MA,Suffolk County,Census Tract 7.01,4446,3050,215,14,779,333,2,136,388,18,42,72,20,48,56,23,474,23,2359,65,2294,339,1955,172,251,71,3050,59,152,179,13,24,333,25,9,732,46,63,4,0,1,wbha,Global,68.60098965362123,4.835807467386415,17.521367521367527,7.489878542510121,3.0589293747188484,8.726945569050832,0.4048582995951417,0.9446693657219972,1.6194331983805668,0.4498425551057129,1.0796221322537112,1.2595591542959963,0.5173189383715701,2.755404832556168,97.24459516744385,3.868645973909132,5.645524066576698,1.5969410706252811,14.37049597286986,82.87409919457396,48.26810616284301,32162,46796,296500,1298,32.81000137,6.789999962,20.17000008,37.63999939,21.07999992,73.01000214,16.77000046,9.529999733,90.47308319738987,59.54000092,3.970000029,9.020000458,21.70999908,83.59999847,98.70999908,2010-01-01
13,25025000703,MA,Suffolk County,Census Tract 7.03,2791,1708,96,7,735,182,0,81,384,22,55,99,10,36,29,16,157,4,1418,23,1395,47,1348,58,73,11,1708,22,39,85,0,8,182,1,5,663,15,20,3,0,0,wa,Single immig,61.19670369043354,3.4396273737011813,26.33464707989968,6.520960229308492,2.9021855965603724,13.758509494804725,0.788247939806521,1.9706198495163023,3.5471157291293443,0.35829451809387314,1.2898602651379434,1.0390541024722322,0.5732712289501971,1.622002820874471,98.37799717912552,2.0781082049444644,2.6155499820852737,0.3941239699032605,3.3145275035260933,95.06346967559944,62.77319957004658,17486,20811,270500,1314,21.02000046,8.369999886,10.30000019,22.40999985,13.77999973,78.94000244,5.7300000189999984,10.89999962,89.70027247956403,40.04000092,1.4600000380000002,10.14999962,54.70000076,94.69999695,95.86000061,2010-01-01
14,25025000704,MA,Suffolk County,Census Tract 7.04,4801,2873,326,9,933,575,1,147,470,27,57,125,21,76,61,26,512,60,2405,55,2350,316,2034,243,279,70,2873,36,130,288,32,25,575,69,61,878,60,61,3,0,1,wbha,Global,59.841699645907106,6.7902520308269105,19.433451364299106,11.976671526765257,3.061862112059988,9.789627161008124,0.5623828369089773,1.1872526556967298,2.603624244948969,0.4374088731514268,1.5830035409289733,1.2705686315350968,0.5415538429493856,2.286902286902287,97.71309771309772,5.061445532180795,5.811289314726099,1.458029577171423,13.139293139293141,84.57380457380458,59.44594876067486,31332,46782,320400,1245,36.04000092,16.35000038,21.02000046,37.95000076,22.04999924,68.98000336,14.96000004,5.46999979,94.85827290705342,60.59999847,5.349999905,2.809999943,29.12999916,81.66000366,99.37000275,2010-01-01
15,25025000802,MA,Suffolk County,Census Tract 8.02,8136,4292,385,24,1662,1466,1,220,842,57,54,216,76,111,87,24,924,96,3129,118,3011,439,2572,671,498,161,4292,144,297,318,37,43,1466,234,44,1568,127,97,6,0,0,wbha,Global,52.753195673549655,4.732055063913472,20.427728613569318,18.01868239921337,2.7040314650934123,10.349065880039332,0.7005899705014751,0.6637168141592921,2.6548672566371683,0.9341199606686332,1.364306784660767,1.0693215339233038,0.2949852507374631,3.771172898689677,96.22882710131032,8.247295968534907,6.12094395280236,1.9788593903638152,14.03004154682007,82.19878555449026,64.22074729596854,23288,37951,435200,1562,29.87999916,9.18999958,19.61000061,37.40000153,40.11000061,46.0,19.23999977,8.420000076,92.05370101596516,38.27000046,6.4800000189999984,4.079999924,35.15999985,83.87999725,91.98999786,2010-01-01
16,25025000803,MA,Suffolk County,Census Tract 8.03,6584,3935,453,23,1566,576,0,449,548,50,86,187,34,101,99,32,260,35,946,64,882,8,874,189,124,36,3935,59,61,384,12,9,576,33,15,1401,39,35,8,2,0,wbha,Global,59.766099635479954,6.880315917375456,23.784933171324425,8.748481166464156,6.819562575941679,8.323207776427704,0.7594167679222357,1.3061968408262454,2.840218712029161,0.5164034021871203,1.5340218712029159,1.5036452004860268,0.4860267314702309,6.765327695560254,93.23467230443974,2.8705953827460515,1.8833535844471443,0.5467800729040098,0.8456659619450317,92.38900634249471,63.85176184690158,10583,31414,-999,1717,22.14999962,5.53000021,15.36999989,36.08000183,18.51000023,74.36000061,7.659999847000001,10.13000011,89.86710963455151,29.63999939,6.900000095,3.329999924,35.56000137,70.63999939,98.81999969,2010-01-01
17,25025010103,MA,Suffolk County,Census Tract 101.03,4569,2574,166,13,1447,347,0,303,667,68,66,224,50,90,60,22,50,0,528,38,490,49,441,19,36,18,2574,2,31,130,0,1,347,0,1,1328,4,3,4,0,0,wha,Dual immig,56.33617859487853,3.6331801269424377,31.66994966075728,7.594659662945941,6.631648063033486,14.598380389581964,1.4882906544101553,1.4445173998686802,4.902604508645218,1.094331363536879,1.9697964543663824,1.3131976362442548,0.4815057999562267,7.196969696969697,92.8030303030303,0.41584591814401395,0.7879185817465528,0.3939592908732764,9.280303030303033,83.52272727272727,77.1065878748085,7287,18542,312500,1422,16.30999947,2.75999999,13.17000008,30.76000023,1.2200000290000002,84.31999969,4.730000018999999,8.649999618999999,91.35044642857143,43.74000168,2.019999981,1.159999967,47.58000183,51.91999817,100.0,2010-01-01
18,25025010104,MA,Suffolk County,Census Tract 101.04,4804,3140,157,21,1057,409,0,204,523,37,47,152,39,125,40,31,381,9,2136,220,1916,401,1515,103,432,176,3140,71,294,128,0,11,409,10,16,967,9,100,8,0,2,wha,Dual immig,65.36219816819317,3.2681099084096585,22.00249791840133,8.513738551207327,4.24646128226478,10.88676103247294,0.7701915070774354,0.9783513738551208,3.1640299750208163,0.8118234804329725,2.6019983347210656,0.832639467110741,0.6452955870108243,10.299625468164797,89.7003745318352,2.1440466278101584,8.992506244796003,3.6636136552872607,18.773408239700373,70.92696629213485,59.159034138218146,28483,28098,517900,1405,25.07999992,9.380000114,14.98999977,31.81999969,16.03000069,69.69000244,17.42000008,6.510000229,94.64285714285714,55.09000015,3.059999943,4.610000134,30.40999985,94.18000031,96.5,2010-01-01
19,25025010203,MA,Suffolk County,Census Tract 102.03,5569,3605,322,17,1031,569,2,186,387,40,119,162,25,103,147,26,549,51,3663,164,3499,244,3255,169,446,181,3605,52,319,278,33,20,569,39,50,920,22,47,11,0,0,wbha,Global,64.73334530436344,5.7820075417489685,18.513198060693124,10.217274196444603,3.339917399892261,6.949182977195187,0.7182618064284432,2.1368288741246184,2.908960316035195,0.4489136290177771,1.8495241515532408,2.6396121386245293,0.4668701741784881,4.477204477204476,95.52279552279552,3.0346561321601726,8.00861914167714,3.2501346740887054,6.661206661206662,88.86158886158886,56.311725623989936,30015,32485,265000,1576,26.76000023,6.7300000189999984,21.85000038,31.28000069,10.65999985,78.62000275,20.43000031,8.069999695,92.55063508410574,68.18000031,3.299999952,3.450000048,37.68000031,61.56999969,97.11000061,2010-01-01
